date,day_of_week,hour,customers_per_hour,staff_working,sales_pln,is_weekend,is_holiday,weather,month,seasonal_multiplier
2024-02-25,Niedziela,23,55,6,5700.55,True,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,7,49,4,5563.97,False,False,deszcz,2,1.0
2024-02-26,Poniedziałek,8,42,6,3159.5,False,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,9,72,8,7557.01,False,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,10,75,8,6302.08,False,False,deszcz,2,1.0
2024-02-26,Poniedziałek,11,76,8,5349.76,False,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,12,138,12,14444.35,False,False,deszcz,2,1.0
2024-02-26,Poniedziałek,13,85,8,8965.5,False,False,słonecznie,2,1.0
2024-02-26,Poniedziałek,14,81,8,9786.84,False,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,15,100,10,6683.36,False,False,słonecznie,2,1.0
2024-02-26,Poniedziałek,16,76,8,8813.26,False,False,śnieg,2,1.0
2024-02-26,Poniedziałek,17,91,10,9843.8,False,False,śnieg,2,1.0
2024-02-26,Poniedziałek,18,111,10,11832.97,False,False,pochmurnie,2,1.0
2024-02-26,Poniedziałek,19,108,10,11450.64,False,False,śnieg,2,1.0
2024-02-26,Poniedziałek,20,59,6,5069.98,False,False,słonecznie,2,1.0
2024-02-26,Poniedziałek,21,75,8,6943.43,False,False,deszcz,2,1.0
2024-02-26,Poniedziałek,22,52,6,5539.54,False,False,deszcz,2,1.0
2024-02-26,Poniedziałek,23,50,6,5946.04,False,False,deszcz,2,1.0
2024-02-27,Wtorek,7,54,6,7093.49,False,False,deszcz,2,1.0
2024-02-27,Wtorek,8,37,6,4211.03,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,9,91,12,7838.87,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,10,61,8,4258.56,False,False,śnieg,2,1.0
2024-02-27,Wtorek,11,68,6,7146.03,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,12,104,10,11537.15,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,13,118,10,9822.83,False,False,deszcz,2,1.0
2024-02-27,Wtorek,14,63,8,7665.21,False,False,śnieg,2,1.0
2024-02-27,Wtorek,15,119,10,8570.15,False,False,deszcz,2,1.0
2024-02-27,Wtorek,16,140,12,16680.52,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,17,128,12,9805.37,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,18,131,12,10370.4,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,19,139,12,14390.18,False,False,słonecznie,2,1.0
2024-02-27,Wtorek,20,60,6,6622.29,False,False,śnieg,2,1.0
2024-02-27,Wtorek,21,50,6,7505.75,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,22,62,8,4605.47,False,False,pochmurnie,2,1.0
2024-02-27,Wtorek,23,36,6,3915.9,False,False,pochmurnie,2,1.0
2024-02-28,Środa,7,31,6,2860.83,False,False,słonecznie,2,1.0
2024-02-28,Środa,8,36,6,3323.44,False,False,deszcz,2,1.0
2024-02-28,Środa,9,45,4,4779.4,False,False,śnieg,2,1.0
2024-02-28,Środa,10,85,8,8399.17,False,False,deszcz,2,1.0
2024-02-28,Środa,11,65,8,5436.05,False,False,śnieg,2,1.0
2024-02-28,Środa,12,99,10,9538.25,False,False,pochmurnie,2,1.0
2024-02-28,Środa,13,70,8,6402.45,False,False,śnieg,2,1.0
2024-02-28,Środa,14,80,8,8044.17,False,False,śnieg,2,1.0
2024-02-28,Środa,15,92,10,7503.67,False,False,słonecznie,2,1.0
2024-02-28,Środa,16,107,10,8807.42,False,False,pochmurnie,2,1.0
2024-02-28,Środa,17,110,10,9885.95,False,False,słonecznie,2,1.0
2024-02-28,Środa,18,107,10,9273.62,False,False,deszcz,2,1.0
2024-02-28,Środa,19,96,10,7319.35,False,False,pochmurnie,2,1.0
2024-02-28,Środa,20,56,6,4735.22,False,False,pochmurnie,2,1.0
2024-02-28,Środa,21,55,6,5404.61,False,False,pochmurnie,2,1.0
2024-02-28,Środa,22,56,8,5654.72,False,False,pochmurnie,2,1.0
2024-02-28,Środa,23,35,6,2790.49,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,7,46,6,4603.65,False,False,słonecznie,2,1.0
2024-02-29,Czwartek,8,36,4,5165.09,False,False,słonecznie,2,1.0
2024-02-29,Czwartek,9,53,8,5780.42,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,10,69,8,5520.34,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,11,70,8,3724.33,False,False,deszcz,2,1.0
2024-02-29,Czwartek,12,153,15,16777.17,False,False,deszcz,2,1.0
2024-02-29,Czwartek,13,89,8,9746.04,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,14,91,10,10029.37,False,False,słonecznie,2,1.0
2024-02-29,Czwartek,15,121,12,11332.21,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,16,145,12,13613.17,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,17,115,10,13107.67,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,18,151,15,13600.29,False,False,słonecznie,2,1.0
2024-02-29,Czwartek,19,125,12,9051.01,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,20,82,10,7555.25,False,False,pochmurnie,2,1.0
2024-02-29,Czwartek,21,49,4,5416.86,False,False,deszcz,2,1.0
2024-02-29,Czwartek,22,62,8,4665.41,False,False,słonecznie,2,1.0
2024-02-29,Czwartek,23,28,4,2299.62,False,False,słonecznie,2,1.0
2024-03-01,Piątek,7,38,6,4180.0,False,False,deszcz,3,1.0
2024-03-01,Piątek,8,36,6,3708.42,False,False,słonecznie,3,1.0
2024-03-01,Piątek,9,85,8,7289.81,False,False,słonecznie,3,1.0
2024-03-01,Piątek,10,89,8,7101.47,False,False,deszcz,3,1.0
2024-03-01,Piątek,11,64,8,6637.43,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,12,106,12,8778.61,False,False,deszcz,3,1.0
2024-03-01,Piątek,13,82,8,6481.26,False,False,słonecznie,3,1.0
2024-03-01,Piątek,14,99,8,10073.64,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,15,85,8,8776.33,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,16,106,8,9570.67,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,17,101,10,8380.98,False,False,słonecznie,3,1.0
2024-03-01,Piątek,18,119,10,13211.35,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,19,108,10,11149.74,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,20,99,10,6908.41,False,False,deszcz,3,1.0
2024-03-01,Piątek,21,68,8,8159.33,False,False,deszcz,3,1.0
2024-03-01,Piątek,22,54,6,4051.08,False,False,pochmurnie,3,1.0
2024-03-01,Piątek,23,41,6,4053.96,False,False,pochmurnie,3,1.0
2024-03-02,Sobota,7,40,6,4561.59,True,False,słonecznie,3,1.0
2024-03-02,Sobota,8,34,6,5142.62,True,False,deszcz,3,1.0
2024-03-02,Sobota,9,69,8,7416.65,True,False,słonecznie,3,1.0
2024-03-02,Sobota,10,95,10,11506.15,True,False,pochmurnie,3,1.0
2024-03-02,Sobota,11,81,8,8278.27,True,False,słonecznie,3,1.0
2024-03-02,Sobota,12,132,12,18632.38,True,False,pochmurnie,3,1.0
2024-03-02,Sobota,13,135,12,14088.76,True,False,słonecznie,3,1.0
2024-03-02,Sobota,14,197,15,30324.2,True,False,deszcz,3,1.0
2024-03-02,Sobota,15,115,10,12697.11,True,False,słonecznie,3,1.0
2024-03-02,Sobota,16,183,15,25984.32,True,False,pochmurnie,3,1.0
2024-03-02,Sobota,17,143,12,12580.94,True,False,słonecznie,3,1.0
2024-03-02,Sobota,18,228,15,27234.23,True,False,deszcz,3,1.0
2024-03-02,Sobota,19,201,15,16565.61,True,False,pochmurnie,3,1.0
2024-03-02,Sobota,20,129,12,13436.68,True,False,deszcz,3,1.0
2024-03-02,Sobota,21,85,8,10669.32,True,False,słonecznie,3,1.0
2024-03-02,Sobota,22,129,12,18809.45,True,False,deszcz,3,1.0
2024-03-02,Sobota,23,35,6,3022.8,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,7,30,4,3165.68,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,8,59,6,5254.46,True,False,deszcz,3,1.0
2024-03-03,Niedziela,9,100,10,8920.99,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,10,104,10,12945.23,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,11,102,10,8035.74,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,12,161,15,21191.75,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,13,121,12,18360.91,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,14,136,12,17248.72,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,15,112,12,11295.7,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,16,194,15,14217.99,True,False,deszcz,3,1.0
2024-03-03,Niedziela,17,191,15,19420.96,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,18,160,15,11844.22,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,19,125,12,19615.65,True,False,słonecznie,3,1.0
2024-03-03,Niedziela,20,115,10,10604.48,True,False,deszcz,3,1.0
2024-03-03,Niedziela,21,109,10,10433.43,True,False,pochmurnie,3,1.0
2024-03-03,Niedziela,22,148,12,19461.05,True,False,deszcz,3,1.0
2024-03-03,Niedziela,23,29,4,2704.63,True,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,7,39,6,4060.47,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,8,26,4,3598.66,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,9,72,8,5959.44,False,False,pochmurnie,3,1.0
2024-03-04,Poniedziałek,10,71,8,6473.8,False,False,pochmurnie,3,1.0
2024-03-04,Poniedziałek,11,61,8,6434.3,False,False,deszcz,3,1.0
2024-03-04,Poniedziałek,12,66,8,5247.86,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,13,97,10,8688.35,False,False,pochmurnie,3,1.0
2024-03-04,Poniedziałek,14,103,10,7309.02,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,15,84,8,9535.33,False,False,deszcz,3,1.0
2024-03-04,Poniedziałek,16,118,10,14025.99,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,17,143,12,12250.1,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,18,112,10,4930.37,False,False,deszcz,3,1.0
2024-03-04,Poniedziałek,19,136,12,9734.31,False,False,deszcz,3,1.0
2024-03-04,Poniedziałek,20,56,6,6483.13,False,False,pochmurnie,3,1.0
2024-03-04,Poniedziałek,21,64,8,5864.8,False,False,słonecznie,3,1.0
2024-03-04,Poniedziałek,22,62,8,6391.33,False,False,pochmurnie,3,1.0
2024-03-04,Poniedziałek,23,35,6,3001.28,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,7,48,6,3711.3,False,False,deszcz,3,1.0
2024-03-05,Wtorek,8,49,4,5095.19,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,9,58,6,5294.3,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,10,72,8,7471.69,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,11,79,8,4589.98,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,12,101,10,10372.41,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,13,74,6,6085.02,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,14,79,8,4963.96,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,15,87,8,8585.07,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,16,141,12,12507.68,False,False,deszcz,3,1.0
2024-03-05,Wtorek,17,118,12,10085.7,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,18,123,14,13939.2,False,False,słonecznie,3,1.0
2024-03-05,Wtorek,19,194,15,18494.26,False,False,deszcz,3,1.0
2024-03-05,Wtorek,20,79,10,7141.07,False,False,deszcz,3,1.0
2024-03-05,Wtorek,21,62,8,6663.08,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,22,75,8,6366.86,False,False,pochmurnie,3,1.0
2024-03-05,Wtorek,23,29,4,3704.03,False,False,pochmurnie,3,1.0
2024-03-06,Środa,7,41,6,4097.23,False,False,deszcz,3,1.0
2024-03-06,Środa,8,45,6,4388.69,False,False,pochmurnie,3,1.0
2024-03-06,Środa,9,79,8,7201.56,False,False,słonecznie,3,1.0
2024-03-06,Środa,10,69,8,8068.96,False,False,pochmurnie,3,1.0
2024-03-06,Środa,11,78,8,4932.51,False,False,słonecznie,3,1.0
2024-03-06,Środa,12,94,10,9639.98,False,False,pochmurnie,3,1.0
2024-03-06,Środa,13,143,12,10550.73,False,False,deszcz,3,1.0
2024-03-06,Środa,14,93,10,9805.68,False,False,pochmurnie,3,1.0
2024-03-06,Środa,15,96,10,8538.74,False,False,pochmurnie,3,1.0
2024-03-06,Środa,16,132,12,13398.73,False,False,deszcz,3,1.0
2024-03-06,Środa,17,129,10,9580.36,False,False,słonecznie,3,1.0
2024-03-06,Środa,18,129,12,7913.29,False,False,pochmurnie,3,1.0
2024-03-06,Środa,19,113,10,10046.5,False,False,pochmurnie,3,1.0
2024-03-06,Środa,20,64,8,6369.7,False,False,słonecznie,3,1.0
2024-03-06,Środa,21,52,6,4729.64,False,False,słonecznie,3,1.0
2024-03-06,Środa,22,70,6,8735.81,False,False,słonecznie,3,1.0
2024-03-06,Środa,23,40,6,3434.76,False,False,deszcz,3,1.0
2024-03-07,Czwartek,7,34,6,3682.67,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,8,36,4,3083.06,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,9,71,6,6219.11,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,10,62,8,7011.13,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,11,62,10,7558.35,False,False,deszcz,3,1.0
2024-03-07,Czwartek,12,69,8,6978.46,False,False,pochmurnie,3,1.0
2024-03-07,Czwartek,13,102,10,9198.61,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,14,86,8,8278.25,False,False,pochmurnie,3,1.0
2024-03-07,Czwartek,15,101,10,10449.54,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,16,166,15,14130.34,False,False,deszcz,3,1.0
2024-03-07,Czwartek,17,118,10,9305.53,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,18,134,12,10860.62,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,19,62,8,5471.7,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,20,67,8,3506.48,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,21,73,8,7346.52,False,False,pochmurnie,3,1.0
2024-03-07,Czwartek,22,58,4,5332.87,False,False,słonecznie,3,1.0
2024-03-07,Czwartek,23,26,4,1650.14,False,False,pochmurnie,3,1.0
2024-03-08,Piątek,7,48,6,3817.39,False,False,słonecznie,3,1.0
2024-03-08,Piątek,8,31,6,3378.02,False,False,deszcz,3,1.0
2024-03-08,Piątek,9,66,10,6994.71,False,False,słonecznie,3,1.0
2024-03-08,Piątek,10,52,6,4470.69,False,False,pochmurnie,3,1.0
2024-03-08,Piątek,11,95,10,10688.82,False,False,deszcz,3,1.0
2024-03-08,Piątek,12,78,8,6945.57,False,False,pochmurnie,3,1.0
2024-03-08,Piątek,13,116,10,8636.19,False,False,słonecznie,3,1.0
2024-03-08,Piątek,14,135,12,17270.98,False,False,deszcz,3,1.0
2024-03-08,Piątek,15,91,10,5654.04,False,False,pochmurnie,3,1.0
2024-03-08,Piątek,16,89,8,5443.22,False,False,słonecznie,3,1.0
2024-03-08,Piątek,17,143,12,14124.8,False,False,słonecznie,3,1.0
2024-03-08,Piątek,18,155,15,15911.99,False,False,deszcz,3,1.0
2024-03-08,Piątek,19,149,14,14947.34,False,False,słonecznie,3,1.0
2024-03-08,Piątek,20,50,6,4140.7,False,False,pochmurnie,3,1.0
2024-03-08,Piątek,21,66,8,5799.4,False,False,słonecznie,3,1.0
2024-03-08,Piątek,22,69,8,7115.42,False,False,słonecznie,3,1.0
2024-03-08,Piątek,23,42,6,5266.46,False,False,pochmurnie,3,1.0
2024-03-09,Sobota,7,61,6,9301.7,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,8,57,6,5555.07,True,False,słonecznie,3,1.0
2024-03-09,Sobota,9,86,8,11211.12,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,10,81,8,10476.09,True,False,słonecznie,3,1.0
2024-03-09,Sobota,11,138,12,12787.35,True,False,deszcz,3,1.0
2024-03-09,Sobota,12,170,15,11614.21,True,False,deszcz,3,1.0
2024-03-09,Sobota,13,120,10,8429.11,True,False,słonecznie,3,1.0
2024-03-09,Sobota,14,124,12,13274.34,True,False,słonecznie,3,1.0
2024-03-09,Sobota,15,118,10,18323.82,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,16,164,15,15613.2,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,17,186,15,24972.17,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,18,141,12,16075.52,True,False,słonecznie,3,1.0
2024-03-09,Sobota,19,162,15,22172.7,True,False,deszcz,3,1.0
2024-03-09,Sobota,20,74,8,7989.14,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,21,93,10,6869.85,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,22,92,10,10790.92,True,False,pochmurnie,3,1.0
2024-03-09,Sobota,23,51,6,5977.14,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,7,60,6,5365.56,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,8,50,6,5749.68,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,9,126,12,10973.99,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,10,80,8,8466.8,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,11,91,10,10938.39,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,12,146,12,18918.17,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,13,102,10,9958.29,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,14,211,15,24666.07,True,False,deszcz,3,1.0
2024-03-10,Niedziela,15,141,12,24498.07,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,16,115,10,15287.12,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,17,124,12,12542.07,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,18,145,12,15627.86,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,19,179,15,21468.26,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,20,98,10,11887.53,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,21,78,8,6141.39,True,False,pochmurnie,3,1.0
2024-03-10,Niedziela,22,65,8,9006.79,True,False,słonecznie,3,1.0
2024-03-10,Niedziela,23,41,6,4963.26,True,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,7,44,6,5020.61,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,8,35,6,4007.5,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,9,56,6,5773.07,False,False,słonecznie,3,1.0
2024-03-11,Poniedziałek,10,64,8,4077.7,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,11,66,6,6764.74,False,False,słonecznie,3,1.0
2024-03-11,Poniedziałek,12,133,12,11097.59,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,13,98,10,7715.22,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,14,131,12,9449.38,False,False,deszcz,3,1.0
2024-03-11,Poniedziałek,15,95,10,8017.35,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,16,103,10,7783.81,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,17,152,15,16010.66,False,False,słonecznie,3,1.0
2024-03-11,Poniedziałek,18,110,10,14734.73,False,False,słonecznie,3,1.0
2024-03-11,Poniedziałek,19,130,12,16553.48,False,False,słonecznie,3,1.0
2024-03-11,Poniedziałek,20,56,8,5163.19,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,21,50,6,5857.0,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,22,74,8,6258.71,False,False,pochmurnie,3,1.0
2024-03-11,Poniedziałek,23,40,6,3701.36,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,7,46,4,3559.54,False,False,deszcz,3,1.0
2024-03-12,Wtorek,8,30,4,2760.56,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,9,55,6,5246.72,False,False,pochmurnie,3,1.0
2024-03-12,Wtorek,10,56,6,3619.16,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,11,67,8,7522.71,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,12,84,8,10933.33,False,False,pochmurnie,3,1.0
2024-03-12,Wtorek,13,122,14,12711.86,False,False,deszcz,3,1.0
2024-03-12,Wtorek,14,94,10,6907.56,False,False,pochmurnie,3,1.0
2024-03-12,Wtorek,15,68,8,8284.22,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,16,114,10,8850.77,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,17,103,10,11039.12,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,18,204,15,23751.69,False,False,deszcz,3,1.0
2024-03-12,Wtorek,19,104,10,11601.68,False,False,deszcz,3,1.0
2024-03-12,Wtorek,20,52,6,5013.14,False,False,pochmurnie,3,1.0
2024-03-12,Wtorek,21,58,6,6349.29,False,False,słonecznie,3,1.0
2024-03-12,Wtorek,22,59,6,5524.64,False,False,pochmurnie,3,1.0
2024-03-12,Wtorek,23,36,6,3531.81,False,False,deszcz,3,1.0
2024-03-13,Środa,7,49,6,5968.4,False,False,deszcz,3,1.0
2024-03-13,Środa,8,35,6,2801.3,False,False,pochmurnie,3,1.0
2024-03-13,Środa,9,76,8,7999.43,False,False,słonecznie,3,1.0
2024-03-13,Środa,10,77,8,6187.45,False,False,słonecznie,3,1.0
2024-03-13,Środa,11,75,8,3706.47,False,False,pochmurnie,3,1.0
2024-03-13,Środa,12,98,10,10143.78,False,False,pochmurnie,3,1.0
2024-03-13,Środa,13,85,6,7458.29,False,False,pochmurnie,3,1.0
2024-03-13,Środa,14,76,8,9312.08,False,False,słonecznie,3,1.0
2024-03-13,Środa,15,108,10,10663.97,False,False,słonecznie,3,1.0
2024-03-13,Środa,16,114,10,7855.79,False,False,słonecznie,3,1.0
2024-03-13,Środa,17,129,12,13226.07,False,False,pochmurnie,3,1.0
2024-03-13,Środa,18,143,10,12145.28,False,False,pochmurnie,3,1.0
2024-03-13,Środa,19,129,12,14812.27,False,False,pochmurnie,3,1.0
2024-03-13,Środa,20,56,6,7080.71,False,False,deszcz,3,1.0
2024-03-13,Środa,21,83,8,9213.22,False,False,słonecznie,3,1.0
2024-03-13,Środa,22,71,8,9218.34,False,False,słonecznie,3,1.0
2024-03-13,Środa,23,36,6,3022.05,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,7,23,4,2239.76,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,8,34,6,2737.36,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,9,64,8,5448.51,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,10,68,8,5773.82,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,11,52,6,4622.98,False,False,deszcz,3,1.0
2024-03-14,Czwartek,12,95,10,7021.47,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,13,97,10,7932.46,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,14,122,12,13837.67,False,False,deszcz,3,1.0
2024-03-14,Czwartek,15,127,12,13428.36,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,16,111,10,10108.13,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,17,87,8,8452.29,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,18,140,12,7993.77,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,19,98,10,12432.58,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,20,56,6,5255.3,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,21,61,8,6352.15,False,False,pochmurnie,3,1.0
2024-03-14,Czwartek,22,51,8,3378.4,False,False,słonecznie,3,1.0
2024-03-14,Czwartek,23,40,6,4548.94,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,7,42,6,3953.65,False,False,słonecznie,3,1.0
2024-03-15,Piątek,8,28,4,1998.66,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,9,71,8,6810.43,False,False,słonecznie,3,1.0
2024-03-15,Piątek,10,65,8,4183.5,False,False,deszcz,3,1.0
2024-03-15,Piątek,11,76,6,6490.03,False,False,słonecznie,3,1.0
2024-03-15,Piątek,12,87,8,10769.28,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,13,127,12,13151.83,False,False,deszcz,3,1.0
2024-03-15,Piątek,14,97,10,8575.54,False,False,słonecznie,3,1.0
2024-03-15,Piątek,15,114,10,6281.09,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,16,123,12,11698.75,False,False,słonecznie,3,1.0
2024-03-15,Piątek,17,101,10,12556.82,False,False,słonecznie,3,1.0
2024-03-15,Piątek,18,147,12,10872.51,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,19,83,10,6314.34,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,20,48,6,4787.7,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,21,81,8,10019.7,False,False,słonecznie,3,1.0
2024-03-15,Piątek,22,72,8,6031.17,False,False,pochmurnie,3,1.0
2024-03-15,Piątek,23,42,6,3175.5,False,False,pochmurnie,3,1.0
2024-03-16,Sobota,7,60,6,7913.17,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,8,35,6,3962.92,True,False,słonecznie,3,1.0
2024-03-16,Sobota,9,138,12,11337.59,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,10,72,8,8157.8,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,11,133,12,14127.49,True,False,deszcz,3,1.0
2024-03-16,Sobota,12,126,12,10828.05,True,False,słonecznie,3,1.0
2024-03-16,Sobota,13,162,15,25888.29,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,14,148,12,17037.15,True,False,słonecznie,3,1.0
2024-03-16,Sobota,15,164,13,19350.67,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,16,171,15,24339.94,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,17,166,15,21888.01,True,False,słonecznie,3,1.0
2024-03-16,Sobota,18,140,12,14029.83,True,False,słonecznie,3,1.0
2024-03-16,Sobota,19,196,15,14576.16,True,False,pochmurnie,3,1.0
2024-03-16,Sobota,20,107,10,9371.65,True,False,słonecznie,3,1.0
2024-03-16,Sobota,21,61,8,7078.02,True,False,słonecznie,3,1.0
2024-03-16,Sobota,22,98,10,10333.26,True,False,słonecznie,3,1.0
2024-03-16,Sobota,23,69,8,9628.5,True,False,pochmurnie,3,1.0
2024-03-17,Niedziela,7,80,8,6563.52,True,False,pochmurnie,3,1.0
2024-03-17,Niedziela,8,73,8,8635.7,True,False,deszcz,3,1.0
2024-03-17,Niedziela,9,109,10,14797.19,True,False,deszcz,3,1.0
2024-03-17,Niedziela,10,90,8,11136.53,True,False,słonecznie,3,1.0
2024-03-17,Niedziela,11,128,12,14593.89,True,False,słonecznie,3,1.0
2024-03-17,Niedziela,12,144,12,18860.19,True,False,słonecznie,3,1.0
2024-03-17,Niedziela,13,140,12,14704.39,True,False,deszcz,3,1.0
2024-03-17,Niedziela,14,140,12,16527.12,True,False,słonecznie,3,1.0
